Total_Portfolio_Variance,Portfolio_return,Equity_weight,gold_weight,gsec_weight 
0.01703081287153577,0.16168085305194135,0.34748776549910215,0.4515408654490396,0.20097136905185825
0.020749306917152398,0.15675105829510524,0.43769467994529637,0.32801442078671406,0.23429089926798957
0.016492457320483326,0.15658901466143116,0.358728596793021,0.40198385694364314,0.23928754626333587
0.01777684434210113,0.15975257826094835,0.3744684062337517,0.41113198795655725,0.21439960580969103
0.021321941971604533,0.16161769885824148,0.4351429052349958,0.36757783961930635,0.19727925514569783
0.013098628999827971,0.15495893602257674,0.2616882030179222,0.4819656210851721,0.25634617589690567
0.014069737976091286,0.15071169296017933,0.3247826979768001,0.3894685142985689,0.2857487877246311
0.013644228078535523,0.15345894102998522,0.2970029947513713,0.43688728614426103,0.26610971910436765
0.01310045475805669,0.15399813611084398,0.2718387962746936,0.46496734277237434,0.26319386095293207
0.013489310753652178,0.15241642511576545,0.2987023500658131,0.42731430748512417,0.27398334244906275
0.01848837731601404,0.16167319976124767,0.38200237266659204,0.41861138974244577,0.1993862375909622
0.0210424907119875,0.16236608006793204,0.4283342107664762,0.3797725699870589,0.19189321924646494
0.018183170450583003,0.15977093353255012,0.3830579824593872,0.4030914861227861,0.2138505314178267
0.021907536131071884,0.16513375459981988,0.43493071283537593,0.3946079300187424,0.17046135714588168
0.020981897514391872,0.16987140664981032,0.3993502228277341,0.4646430920673337,0.13600668510493225
0.013711044647120463,0.15614409696058346,0.27790847866653673,0.47556067295675647,0.2465308483767068
0.017786177646419293,0.15266368431780458,0.39759188131872664,0.33502035092059607,0.2673877677606773
0.01534355252955835,0.15302477017632368,0.34657972482436633,0.3863585310341796,0.26706174414145406
0.017011074367506412,0.16359797883903732,0.33524836608302394,0.47782538609809133,0.1869262478188847
0.026025647314597593,0.164654026024614,0.49797455277707686,0.3309057341541773,0.17111971306874585
0.01563218429578453,0.15910996342547418,0.32335332407783185,0.45490981443488365,0.22173686148728447
0.014358503014465852,0.15754231856034764,0.29166071808794874,0.4731319203111609,0.2352073616008903
0.01998954568318369,0.168684710511944,0.38308970202558684,0.4710746551513138,0.14583564282309935
0.021171338814394376,0.16499652990168856,0.42240227658709434,0.40549273950587833,0.17210498390702733
0.024106767049441976,0.17244912990315736,0.4487045812907174,0.4373072973239255,0.11398812138535713
0.022148231578776146,0.1723380701094556,0.41236446048966374,0.4710695611839501,0.11656597832638615
0.019741757139061036,0.1700309744489424,0.3695120906736063,0.4942779077520398,0.13621000157435392
0.02274171954210005,0.16370951910288065,0.4525816370201626,0.3669303948227697,0.18048796815706775
0.018073712348812967,0.15120128032130298,0.40610629744879495,0.31575302769028296,0.2781406748609221
0.014337907371095908,0.1534005145485668,0.3188615761772107,0.41562377104249626,0.265514652780293
0.022408191072705946,0.15925000266731193,0.4577297434294226,0.32800069184378794,0.21426956472678946
0.026254089266793804,0.1666502171797039,0.49711506951339574,0.3469555109209985,0.15592941956560574
0.018560207798085555,0.15971540279807891,0.3909516036081004,0.3951500384947586,0.213898357897141
0.018012287979955917,0.16243457847652265,0.3679945366157405,0.4377616235650994,0.19424383981916007
0.021561866471162296,0.161284260349799,0.43994823146072976,0.3604571519464508,0.19959461659281946
0.016062252656972788,0.16076361955341045,0.3256218124833326,0.4653669775782394,0.20901120993842798
0.015486671129973031,0.15444220637761022,0.3440583219195737,0.3995751075482581,0.25636657053216827
0.013835470559384468,0.1550437267056356,0.29228768074361106,0.45347020357086326,0.2542421156855257
0.02280876892609721,0.1605197584349121,0.4610170142024051,0.33455837130380717,0.20442461449378774
0.01590284601873262,0.1548698602259378,0.3521832526108322,0.39510013160306146,0.2527166157861064
0.01748717215981878,0.15452075802450888,0.3868879186489054,0.35938434386060625,0.2537277374904883
0.020510390838764322,0.16860566304637153,0.39513139690519944,0.4590032220576271,0.14586538103717347
0.019371298094351702,0.16450718632602462,0.38900089993328574,0.4335698385185299,0.1774292615481843
0.014288343788063427,0.15353257919425325,0.3167176873117444,0.4186732434620519,0.2646090692262037
0.02050818636314,0.15427729519120914,0.439029945593798,0.30786757612058835,0.25310247828561366
0.01483997114748197,0.15387819621590385,0.33021709282150885,0.40845376350668827,0.2613291436718029
0.025399163943221142,0.1667952606782706,0.4848985850441068,0.35969696947922475,0.15540444547666846
0.023836697568814146,0.1743002672905532,0.43684871433050027,0.46272304786719426,0.10042823780230548
0.015996993567785014,0.15428279220565805,0.3566923081833591,0.3863263776550633,0.2569813141615776
0.017282277757040505,0.16067529462921196,0.3590363563845829,0.4328696460226607,0.20809399759275637
0.016857797613200453,0.16475637123483497,0.32191170237492966,0.49936567816195104,0.1787226194631193
0.022186123738610536,0.170739783975592,0.420078662159137,0.45152754764391473,0.1283937901969483
0.01742911073787021,0.1567528866840351,0.37846377744654397,0.38443879886870336,0.23709742368475267
0.016971933314843403,0.16118801661628354,0.3486427791960079,0.4466804398905531,0.204676780913439
0.016204477839949043,0.1541459591616214,0.3618237700887517,0.38039521181161284,0.2577810180996355
0.02201338136965996,0.16852738546188467,0.42542329339500934,0.42955650535328016,0.14502020125171047
0.015609818550393312,0.15270951619331297,0.35393934531719823,0.3769439307612153,0.2691167239215865
0.015689071743410218,0.14959545263714574,0.36595878943916765,0.34173608716291637,0.292305123397916
0.020385615700877754,0.15673545717051576,0.4319479847660897,0.3333684292866596,0.23468358594725072
0.012176347091724318,0.15315793445200743,0.23012201578245423,0.4982867834105504,0.2715912008069954
0.02344761486863948,0.1727484196616913,0.4358506257755416,0.4518327923998688,0.11231658182458959
0.020187022776083526,0.16882776976178224,0.38689178125262397,0.4685451867943417,0.14456303195303433
0.022155528140531164,0.15866125634126846,0.4551813696976384,0.32593549865663,0.21888313164573156
0.013014790544992556,0.15017638215128226,0.2971069880698926,0.41174185663342,0.2911511552966874
0.017298582467688832,0.15402416279654335,0.3847332874317337,0.35764728341298313,0.2576194291552832
0.013087704200713339,0.15188983111290413,0.288516540948032,0.4329970989532179,0.27848636009875005
0.016118551897651105,0.15673906742204988,0.3492295446237231,0.41217550410407056,0.23859495127220637
0.02592904444999095,0.166688011346032,0.49257292327811814,0.3515697426743029,0.15585733404757895
0.01624807829244735,0.16281523713468582,0.31673045353613866,0.4894890771740813,0.19378046928978007
0.018761211034396104,0.15120775861312222,0.41754030537293124,0.3049129181447363,0.27754677648233245
0.016277556957025246,0.16159382312255852,0.3266293191984118,0.47074201719461983,0.20262866360696832
0.013098918199787394,0.15472385942271594,0.2643512185809343,0.477635746133055,0.2580130352860107
0.024611422897067418,0.16335714919910138,0.4811300222376869,0.33705280320170583,0.18181717456060725
0.01418987791542855,0.15427797508932728,0.309431196135543,0.43130024029486097,0.25926856356959604
0.018709671445486936,0.15300411434073904,0.4128419347381655,0.3230940084113887,0.2640640568504458
0.01272926061189104,0.14904697174404063,0.29459361586500304,0.40551798527964855,0.2998883988553484
0.021893208712515887,0.17400093597702782,0.39858362518216733,0.49688207803609064,0.10453429678174206
0.019656079485825647,0.16191603658770715,0.40466922500536867,0.3988767738375167,0.19645400115711464
0.017974779398158332,0.15321253362628495,0.3995755178982408,0.3373189695503214,0.26310551255143777
0.025332750599362765,0.1641326655514759,0.4895939186808434,0.33490924255004734,0.17549683876910924
0.014246661049725697,0.15266655718530717,0.3201391811299626,0.40880680506026545,0.271054013809772
0.0234557949091959,0.17120324928742367,0.4417651750064097,0.4344100156493423,0.123824809344248
0.015444442683038321,0.15964525285694528,0.3137966975814707,0.46809570457562727,0.218107597842902
0.02577387295866709,0.16745487050392027,0.48872493679326606,0.3610857383155641,0.15018932489116982
0.02077915702299028,0.16879694512042628,0.3999926119453762,0.45583299910577085,0.14417438894885293
0.021653245989816106,0.16556796948577734,0.42914088934150124,0.40343517287031233,0.16742393778818643
0.02457305835536275,0.16461684476657362,0.47792577462068736,0.3497161251890968,0.17235810019021588
0.019462849261486927,0.16220998907513862,0.3998936794536004,0.4056678150206862,0.1944385055257134
0.016888664547549653,0.15114757828370176,0.38504275552730155,0.33540380527510844,0.27955343919759
0.011847027684279891,0.1513846974088891,0.2358343503721893,0.47931641126569746,0.2848492383621133
0.02346670672845987,0.17228456705931894,0.4379846786551282,0.44626109859113405,0.11575422275373773
0.01519574873100802,0.15954794565285427,0.30606724168296645,0.47471462915242524,0.21921812916460834
0.021081061693402712,0.16811250478615622,0.40913475287293616,0.44190381496459563,0.14896143216246818
0.02003900329252844,0.15569370932170956,0.4287103842903727,0.3285031773902425,0.2427864383193848
0.0159200761901229,0.1625347154860045,0.30744739354722467,0.496189673738733,0.19636293271404234
0.022074781686203623,0.17337837438250003,0.40582940341594115,0.48523109853802426,0.10893949804603462
0.0172448046684736,0.16143973732629718,0.354295914005662,0.44321716238203684,0.20248692361230114
0.020238899805078973,0.1592311288266773,0.42334210129520106,0.3606068426158195,0.21605105608897945
0.0167030002627123,0.1636145892418224,0.32563496488251037,0.4871077531324269,0.18725728198506275
0.02498787305140688,0.1725906582858064,0.4629998379687528,0.4247726381253075,0.11222752390593968
0.020588000561817272,0.16082641830006264,0.4249291584177997,0.3712676426148849,0.2038031989673154
0.013354102577489148,0.15248182086906914,0.2937337926477735,0.4325452494523354,0.2737209578998911
0.01757821889238168,0.16372668329486928,0.3503867671680457,0.4643898832274145,0.18522334960453982
0.023464921379907057,0.1739500451884013,0.4313081318353352,0.4653275530683533,0.10336431509631155
0.016451645497101628,0.15898569194940648,0.3467482382899197,0.43168071749747805,0.22157104421260226
0.022253161820761244,0.1742970374117579,0.40502873040566284,0.4930031736058581,0.10196809598847908
0.015073703653687308,0.15998789068775401,0.2979374301843501,0.4858141555884857,0.21624841422716423
0.02057622521608037,0.16114439544410575,0.42381977961859446,0.37475040522383657,0.20142981515756897
0.026599852981206238,0.17165990154131563,0.49039879074334763,0.3915765715808316,0.1180246376758208
0.02328797319643586,0.16638046477276683,0.4541379692483221,0.3858278654537344,0.16003416529794354
0.011539245238512446,0.15089261495246004,0.22093552639119568,0.4897511197865486,0.2893133538222557
0.019622818975092642,0.15377795585086518,0.42616449190650113,0.31631036894816383,0.25752513914533504
0.020738671829468876,0.17137596855327733,0.38624306763300004,0.4886061266932743,0.12515080567372566
0.014080567192207943,0.15235614421766547,0.31706910398666405,0.40936219551381886,0.2735687004995171
0.01819718079993944,0.15371180961121414,0.40226724827171906,0.338564961148516,0.259167790579765
0.023164024149429394,0.17021293923379055,0.440124850745179,0.42841602477416607,0.13145912448065497
0.02318825422995177,0.16656846712760923,0.45200915694328186,0.3892897918598408,0.15870105119687736
0.02072879087449312,0.1645686693352032,0.41573388362538505,0.40857895829312607,0.17568715808148888
0.01649686267213286,0.16365926830151986,0.318483018214288,0.4942600437506426,0.18725693803506946
0.01816518114420466,0.16170141776244293,0.37482124359513774,0.4256658729444045,0.19951288346045776
0.015573004342809303,0.15822787040760547,0.3270485955485803,0.44466001113935716,0.22829139331206258
0.01696824292112541,0.15514661028994717,0.37452368493867666,0.37593515493642493,0.2495411601248984
0.025795906296326828,0.16857524217926662,0.48644465155044164,0.37180603446454474,0.14174931398501361
0.015035178441518436,0.15275332659597737,0.34029594847990824,0.3902719317073343,0.2694321198127575
0.014935542870450621,0.154755110221752,0.32839148983370353,0.4168834121728825,0.254725097993414
0.02512056060994743,0.1618083073402492,0.49106689137625664,0.3157712286603018,0.19316187996344159
0.022080576376734735,0.16333911262744136,0.4429758009751566,0.3732525634624247,0.1837716355624187
0.017864115626219243,0.1505465145691713,0.4039702172746917,0.3127914361147644,0.2832383466105439
0.015191149239802323,0.15948185684414828,0.30642299793397637,0.4738715464607456,0.21970545560527807
0.011546471897159261,0.1503487253405081,0.2310848736995867,0.47593511260264676,0.2929800136977665
0.013682839123995922,0.14959286959278795,0.3196039433752281,0.3858638849553326,0.29453217166943935
0.01621357481019606,0.15984018731429678,0.33576820499164645,0.44865782060473536,0.2155739744036182
0.01941086122364622,0.16223975831372248,0.39876276105658653,0.4069720244963592,0.19426521444705425
0.012654570013812557,0.15103266156128983,0.2788176042686363,0.43569386386584713,0.2854885318655166
0.02299644936310512,0.15921205824012932,0.46639108479159613,0.31946226754903817,0.2141466476593657
0.015393714497421957,0.15520566409614828,0.3382528829776113,0.4109293916121525,0.2508177254102362
0.015703329180150563,0.1557602905241251,0.34347881261961694,0.4101841899231792,0.2463369974572039
0.014344557727564364,0.1545200726691563,0.31272130072067633,0.43001404366946333,0.25726465560986034
0.024895024336364913,0.16608280262910108,0.4792842276666465,0.3596078250561053,0.16110794727724823
0.01980606870858743,0.15269258474019834,0.4312421442790903,0.30319297081065794,0.26556488491025176
0.017144358539341466,0.162184644066134,0.34767434653065804,0.4552071657308062,0.1971184877385357
0.019143808665003367,0.16683794545849917,0.37277041022081575,0.4668114813873153,0.16041810839186896
0.020794299610555556,0.16082907975219235,0.4284428651575047,0.36794155989634875,0.20361557494614657
0.01669215632000696,0.15232989092500251,0.3779418050204855,0.35118783309545576,0.2708703618840587
0.014282037288358251,0.14959809642934202,0.33483319554708596,0.371399705486199,0.29376709896671505
0.024585579712721368,0.16818450508257715,0.46951510536010016,0.3849480450599548,0.14553684957994506
0.025360592429255233,0.16186759546039944,0.49416719894689237,0.3132709292226105,0.19256187183049708
0.025976272245494716,0.17197821286010564,0.48031822015694264,0.4036058828153312,0.11607589702772614
0.02512366742075702,0.1620970386859074,0.4905921932551172,0.31842638343531693,0.19098142330956586
0.02535677040167793,0.17197080476036147,0.4708076032083313,0.41260709544089563,0.11658530135077307
